,Date,Code,Name,12m Low,12m High,Day Low,Day High,Day Price,Previous,Change,Volume,Adjusted Price
1535,2022-04-21,NBK,National Bank of Kenya Ltd,4.12,4.12,4.12,4.12,4.12,4.12,0.0,0.0,0.0
1536,2022-04-21,NCBA,NCBA Group Plc,23.0,29.0,26.0,26.15,26.1,26.15,-0.05,50500.0,0.0
1537,2022-04-21,SBIC,Stanbic Holdings Plc,78.0,106.0,105.0,106.0,105.0,105.0,0.0,31800.0,0.0
1538,2022-04-21,SCBK,Standard Chartered Bank Kenya Ltd,121.0,148.75,144.5,146.75,145.0,146.25,-1.25,423300.0,0.0
1539,2022-04-21,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,0.0,0.0,0.0
1540,2022-04-22,EGAD,Eaagads Ltd,10.0,15.0,12.65,12.65,12.65,12.65,0.0,0.0,0.0
1541,2022-04-22,KUKZ,Kakuzi Plc,355.0,427.0,400.0,427.0,409.0,427.0,-18.0,300.0,0.0
1542,2022-04-22,KAPC,Kapchorua Tea Kenya Plc,80.0,101.0,90.25,90.25,90.25,90.25,0.0,0.0,0.0
1543,2022-04-22,LIMT,Limuru Tea Plc,260.0,360.0,320.0,320.0,320.0,320.0,0.0,0.0,0.0
1544,2022-04-22,SASN,Sasini Plc,16.75,22.6,21.0,21.0,21.0,21.0,0.0,0.0,0.0
1545,2022-04-22,WTK,Williamson Tea Kenya Plc,125.0,154.75,130.0,130.0,130.0,133.0,-3.0,200.0,0.0
1546,2022-04-22,CGEN,Car and General (K) Ltd,10.0,70.0,35.7,35.7,35.7,39.65,-3.95,100.0,0.0
1547,2022-04-22,ABSA,ABSA Bank Kenya Plc,8.6,12.95,12.55,12.7,12.6,12.7,-0.1,341900.0,0.0
1548,2022-04-22,BKG,BK Group Plc,24.3,40.0,29.0,29.0,29.0,29.15,-0.15,3600.0,0.0
1549,2022-04-22,COOP,Co-operative Bank of Kenya Ltd,11.5,14.0,12.55,12.9,12.65,12.8,-0.15,82100.0,0.0
1550,2022-04-22,DTK,Diamond Trust Bank Kenya Ltd,54.0,69.0,57.0,57.0,57.0,56.0,1.0,200.0,0.0
1551,2022-04-22,EQTY,Equity Group Holdings Plc,39.0,55.0,49.5,50.0,49.75,50.0,-0.25,2278700.0,0.0
1552,2022-04-22,HFCK,HF Group Ltd,2.8,5.2,3.05,3.1,3.05,3.04,0.01,32700.0,0.0
1553,2022-04-22,IMH,I & M Holdings Plc,18.0,26.0,19.95,20.5,20.0,20.35,-0.35,16900.0,0.0
1554,2022-04-22,KCB,KCB Group Plc,37.0,50.75,42.6,43.4,43.0,43.15,-0.15,121700.0,0.0
1555,2022-04-22,NBK,National Bank of Kenya Ltd,4.12,4.12,4.12,4.12,4.12,4.12,0.0,0.0,0.0
1556,2022-04-22,NCBA,NCBA Group Plc,23.0,29.0,25.9,26.55,26.2,26.1,0.1,72900.0,0.0
1557,2022-04-22,SBIC,Stanbic Holdings Plc,78.0,106.0,100.0,100.0,100.0,105.0,-5.0,1100.0,0.0
1558,2022-04-22,SCBK,Standard Chartered Bank Kenya Ltd,123.0,148.75,144.5,146.5,145.0,145.0,0.0,121500.0,0.0
1559,2022-04-22,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,0.0,0.0,0.0
1560,2022-04-25,EGAD,Eaagads Ltd,10.0,15.0,12.65,12.65,12.65,12.65,0.0,0.0,0.0
1561,2022-04-25,KUKZ,Kakuzi Plc,360.0,440.0,400.0,400.0,400.0,409.0,-9.0,900.0,0.0
1562,2022-04-25,KAPC,Kapchorua Tea Kenya Plc,80.0,101.0,98.75,98.75,98.75,90.25,8.5,200.0,0.0
1563,2022-04-25,LIMT,Limuru Tea Plc,260.0,352.0,320.0,320.0,320.0,320.0,0.0,0.0,0.0
1564,2022-04-25,SASN,Sasini Plc,16.75,22.6,20.5,20.5,20.5,21.0,-0.5,500.0,0.0
1565,2022-04-25,WTK,Williamson Tea Kenya Plc,120.0,154.75,133.0,133.0,133.0,130.0,3.0,400.0,0.0
1566,2022-04-25,CGEN,Car and General (K) Ltd,12.1,70.0,32.15,32.15,32.15,35.7,-3.55,300.0,0.0
1567,2022-04-25,ABSA,ABSA Bank Kenya Plc,8.94,12.95,12.6,12.7,12.6,12.6,0.0,660700.0,0.0
1568,2022-04-25,BKG,BK Group Plc,24.3,40.0,29.0,29.0,29.0,29.0,0.0,1400.0,0.0
1569,2022-04-25,COOP,Co-operative Bank of Kenya Ltd,11.1,14.0,12.55,12.75,12.65,12.65,0.0,123000.0,0.0
1570,2022-04-25,DTK,Diamond Trust Bank Kenya Ltd,48.5,69.0,55.5,56.0,55.5,57.0,-1.5,1700.0,0.0
1571,2022-04-25,EQTY,Equity Group Holdings Plc,40.25,55.0,49.5,50.0,49.95,49.75,0.2,2012200.0,0.0
1572,2022-04-25,HFCK,HF Group Ltd,2.8,5.2,3.04,3.1,3.06,3.05,0.01,8200.0,0.0
1573,2022-04-25,IMH,I & M Holdings Plc,16.9,23.4,18.55,19.95,18.9,20.0,-1.1,27100.0,0.0
1574,2022-04-25,KCB,KCB Group Plc,34.0,50.75,42.15,43.3,42.5,43.0,-0.5,194700.0,0.0
1575,2022-04-25,NBK,National Bank of Kenya Ltd,4.12,4.12,4.12,4.12,4.12,4.12,0.0,0.0,0.0
1576,2022-04-25,NCBA,NCBA Group Plc,23.0,29.0,26.0,26.9,26.5,26.2,0.3,40200.0,0.0
1577,2022-04-25,SBIC,Stanbic Holdings Plc,78.0,108.0,104.25,105.0,104.25,100.0,4.25,22700.0,0.0
1578,2022-04-25,SCBK,Standard Chartered Bank Kenya Ltd,121.0,148.75,144.0,145.0,144.5,145.0,-0.5,52600.0,0.0
1579,2022-04-25,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,0.0,0.0,0.0
1580,2022-04-26,EGAD,Eaagads Ltd,10.0,15.0,12.65,12.65,12.65,12.65,0.0,0.0,0.0
1581,2022-04-26,KUKZ,Kakuzi Plc,360.0,440.0,400.0,400.0,400.0,400.0,0.0,0.0,0.0
1582,2022-04-26,KAPC,Kapchorua Tea Kenya Plc,80.0,101.0,98.75,98.75,98.75,98.75,0.0,0.0,0.0
1583,2022-04-26,LIMT,Limuru Tea Plc,260.0,352.0,320.0,320.0,320.0,320.0,0.0,0.0,0.0
1584,2022-04-26,SASN,Sasini Plc,16.75,22.6,20.5,21.4,21.2,20.5,0.7,5100.0,0.0
1585,2022-04-26,WTK,Williamson Tea Kenya Plc,120.0,154.75,130.0,130.0,130.0,133.0,-3.0,1500.0,0.0
1586,2022-04-26,CGEN,Car and General (K) Ltd,12.1,70.0,30.0,32.15,30.6,32.15,-1.55,700.0,0.0
1587,2022-04-26,ABSA,ABSA Bank Kenya Plc,8.94,12.95,11.2,11.95,11.75,12.6,-0.85,102300.0,0.0
1588,2022-04-26,BKG,BK Group Plc,24.3,40.0,29.9,29.9,29.9,29.0,0.9,100.0,0.0
1589,2022-04-26,COOP,Co-operative Bank of Kenya Ltd,11.1,14.0,12.55,12.8,12.65,12.65,0.0,103500.0,0.0
1590,2022-04-26,DTK,Diamond Trust Bank Kenya Ltd,48.5,69.0,55.0,55.5,55.25,55.5,-0.25,13200.0,0.0
1591,2022-04-26,EQTY,Equity Group Holdings Plc,40.25,55.0,48.5,49.9,49.45,49.95,-0.5,3646100.0,0.0
1592,2022-04-26,HFCK,HF Group Ltd,2.8,5.2,2.8,3.06,2.99,3.06,-0.07,18300.0,0.0
1593,2022-04-26,IMH,I & M Holdings Plc,16.9,23.4,18.0,19.5,18.45,18.9,-0.45,360300.0,0.0
1594,2022-04-26,KCB,KCB Group Plc,34.0,50.75,38.25,42.0,39.65,42.5,-2.85,604700.0,0.0
1595,2022-04-26,NBK,National Bank of Kenya Ltd,4.12,4.12,4.12,4.12,4.12,4.12,0.0,0.0,0.0
1596,2022-04-26,NCBA,NCBA Group Plc,23.0,29.0,25.9,26.75,26.35,26.5,-0.15,67200.0,0.0
1597,2022-04-26,SBIC,Stanbic Holdings Plc,78.0,108.0,100.0,105.0,102.5,104.25,-1.75,200.0,0.0
1598,2022-04-26,SCBK,Standard Chartered Bank Kenya Ltd,121.0,148.75,143.75,145.0,144.25,144.5,-0.25,93400.0,0.0
1599,2022-04-26,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,0.0,0.0,0.0
1600,2022-04-27,EGAD,Eaagads Ltd,10.0,15.0,12.65,12.65,12.65,12.65,0.0,0.0,0.0
1601,2022-04-27,KUKZ,Kakuzi Plc,355.0,427.0,400.0,400.0,400.0,400.0,0.0,0.0,0.0
1602,2022-04-27,KAPC,Kapchorua Tea Kenya Plc,80.0,101.0,98.75,98.75,98.75,98.75,0.0,0.0,0.0
1603,2022-04-27,LIMT,Limuru Tea Plc,260.0,360.0,320.0,320.0,320.0,320.0,0.0,0.0,0.0
1604,2022-04-27,SASN,Sasini Plc,16.75,22.6,21.2,21.2,21.2,21.2,0.0,0.0,0.0
1605,2022-04-27,WTK,Williamson Tea Kenya Plc,125.0,154.75,130.0,130.0,130.0,130.0,0.0,500.0,0.0
1606,2022-04-27,CGEN,Car and General (K) Ltd,10.0,70.0,30.0,32.15,30.5,30.6,-0.1,1300.0,0.0
1607,2022-04-27,ABSA,ABSA Bank Kenya Plc,8.6,12.95,10.6,11.4,10.75,11.75,-1.0,140400.0,0.0
1608,2022-04-27,BKG,BK Group Plc,24.3,40.0,29.9,29.9,29.9,29.9,0.0,1000.0,0.0
1609,2022-04-27,COOP,Co-operative Bank of Kenya Ltd,11.5,14.0,12.5,12.7,12.6,12.65,-0.05,161700.0,0.0
1610,2022-04-27,DTK,Diamond Trust Bank Kenya Ltd,54.0,69.0,55.0,56.0,55.0,55.25,-0.25,10200.0,0.0
1611,2022-04-27,EQTY,Equity Group Holdings Plc,39.0,55.0,47.0,49.0,47.8,49.45,-1.65,104500.0,0.0
1612,2022-04-27,HFCK,HF Group Ltd,2.8,5.2,2.8,3.1,3.03,2.99,0.04,24400.0,0.0
1613,2022-04-27,IMH,I & M Holdings Plc,18.0,26.0,18.05,19.0,18.4,18.45,-0.05,3300.0,0.0
1614,2022-04-27,KCB,KCB Group Plc,37.0,50.75,37.8,40.0,38.9,39.65,-0.75,127000.0,0.0
1615,2022-04-27,NBK,National Bank of Kenya Ltd,4.12,4.12,4.12,4.12,4.12,4.12,0.0,0.0,0.0
1616,2022-04-27,NCBA,NCBA Group Plc,23.0,29.0,25.5,26.25,26.0,26.35,-0.35,84800.0,0.0
1617,2022-04-27,SBIC,Stanbic Holdings Plc,78.0,106.0,105.0,105.75,105.25,102.5,2.75,370100.0,0.0
1618,2022-04-27,SCBK,Standard Chartered Bank Kenya Ltd,123.0,148.75,141.0,144.5,142.75,144.25,-1.5,80100.0,0.0
1619,2022-04-27,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,0.0,0.0,0.0
1620,2022-04-28,EGAD,Eaagads Ltd,10.0,15.0,12.65,12.65,12.65,12.65,0.0,0.0,0.0
1621,2022-04-28,KUKZ,Kakuzi Plc,358.25,427.0,400.0,400.0,400.0,400.0,0.0,0.0,0.0
1622,2022-04-28,KAPC,Kapchorua Tea Kenya Plc,80.0,101.0,99.0,99.0,99.0,98.75,0.25,100.0,0.0
1623,2022-04-28,LIMT,Limuru Tea Plc,260.0,350.0,320.0,320.0,320.0,320.0,0.0,0.0,0.0
1624,2022-04-28,SASN,Sasini Plc,16.75,22.6,21.0,21.2,21.1,21.2,-0.1,1300.0,0.0
1625,2022-04-28,WTK,Williamson Tea Kenya Plc,120.0,154.75,130.0,130.0,130.0,130.0,0.0,100.0,0.0
1626,2022-04-28,CGEN,Car and General (K) Ltd,10.0,70.0,30.0,30.0,30.0,30.5,-0.5,100.0,0.0
1627,2022-04-28,ABSA,ABSA Bank Kenya Plc,8.6,12.95,9.7,10.55,9.98,10.75,-0.77,812500.0,0.0
1628,2022-04-28,BKG,BK Group Plc,24.3,40.0,29.9,30.0,30.0,29.9,0.1,2700.0,0.0
1629,2022-04-28,COOP,Co-operative Bank of Kenya Ltd,11.5,14.0,12.5,13.0,12.7,12.6,0.1,200500.0,0.0
1630,2022-04-28,DTK,Diamond Trust Bank Kenya Ltd,54.0,69.0,55.0,56.0,55.0,55.0,0.0,9100.0,0.0
1631,2022-04-28,EQTY,Equity Group Holdings Plc,39.25,55.0,47.0,48.0,47.9,47.8,0.1,100200.0,0.0
1632,2022-04-28,HFCK,HF Group Ltd,2.8,5.2,2.95,3.0,3.0,3.03,-0.03,71900.0,0.0
1633,2022-04-28,IMH,I & M Holdings Plc,18.0,26.0,18.1,19.0,18.2,18.4,-0.2,13100.0,0.0
1634,2022-04-28,KCB,KCB Group Plc,37.0,50.75,37.0,38.9,37.45,38.9,-1.45,224200.0,0.0
1635,2022-04-28,NBK,National Bank of Kenya Ltd,4.12,4.12,4.12,4.12,4.12,4.12,0.0,0.0,0.0
1636,2022-04-28,NCBA,NCBA Group Plc,23.0,29.0,25.8,26.5,26.0,26.0,0.0,2876400.0,0.0
1637,2022-04-28,SBIC,Stanbic Holdings Plc,78.0,106.0,105.25,105.25,105.25,105.25,0.0,0.0,0.0
1638,2022-04-28,SCBK,Standard Chartered Bank Kenya Ltd,123.0,148.75,128.25,130.25,128.5,142.75,-14.25,29000.0,0.0
1639,2022-04-28,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,0.0,0.0,0.0
1640,2022-05-04,EGAD,Eaagads Ltd,10.0,15.0,11.45,11.45,11.45,12.65,-1.2,100.0,0.0
1641,2022-05-04,KUKZ,Kakuzi Plc,360.0,427.0,400.0,400.0,400.0,400.0,0.0,0.0,0.0
1642,2022-05-04,KAPC,Kapchorua Tea Kenya Plc,80.0,101.0,98.0,99.0,98.75,99.0,-0.25,300.0,0.0
1643,2022-05-04,LIMT,Limuru Tea Plc,260.0,350.0,320.0,320.0,320.0,320.0,0.0,0.0,0.0
1644,2022-05-04,SASN,Sasini Plc,16.75,22.6,19.5,21.1,19.65,21.1,-1.45,1100.0,0.0
1645,2022-05-04,WTK,Williamson Tea Kenya Plc,120.0,154.75,120.0,125.0,124.5,130.0,-5.5,1100.0,0.0
1646,2022-05-04,CGEN,Car and General (K) Ltd,10.0,70.0,30.0,30.0,30.0,30.0,0.0,0.0,0.0
1647,2022-05-04,ABSA,ABSA Bank Kenya Plc,8.6,12.95,9.76,10.25,9.98,9.98,0.0,123400.0,0.0
1648,2022-05-04,BKG,BK Group Plc,24.3,40.0,29.05,30.0,29.95,30.0,-0.05,21200.0,0.0
1649,2022-05-04,COOP,Co-operative Bank of Kenya Ltd,11.5,14.0,12.45,12.65,12.55,12.7,-0.15,184200.0,0.0
1650,2022-05-04,DTK,Diamond Trust Bank Kenya Ltd,53.75,69.0,55.0,57.0,56.75,55.0,1.75,700.0,0.0
1651,2022-05-04,EQTY,Equity Group Holdings Plc,39.5,55.0,45.05,48.5,47.95,47.9,0.05,2170800.0,0.0
1652,2022-05-04,HFCK,HF Group Ltd,2.8,5.2,2.95,3.0,2.99,3.0,-0.01,20300.0,0.0
1653,2022-05-04,IMH,I & M Holdings Plc,17.85,26.0,18.0,18.2,18.1,18.2,-0.1,4900.0,0.0
1654,2022-05-04,KCB,KCB Group Plc,34.0,50.75,37.0,38.0,37.3,37.45,-0.15,354300.0,0.0
1655,2022-05-04,NBK,National Bank of Kenya Ltd,4.12,4.12,4.12,4.12,4.12,4.12,0.0,0.0,0.0
1656,2022-05-04,NCBA,NCBA Group Plc,23.0,29.0,23.5,24.95,23.85,26.0,-2.15,51100.0,0.0
1657,2022-05-04,SBIC,Stanbic Holdings Plc,78.0,106.0,105.25,105.5,105.5,105.25,0.25,49100.0,0.0
1658,2022-05-04,SCBK,Standard Chartered Bank Kenya Ltd,121.0,148.75,126.5,128.5,128.0,128.5,-0.5,14500.0,0.0
1659,2022-05-04,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,0.0,0.0,0.0
1660,2022-05-05,EGAD,Eaagads Ltd,10.0,15.0,11.4,11.4,11.4,11.45,-0.05,1000.0,0.0
1661,2022-05-05,KUKZ,Kakuzi Plc,360.0,427.0,400.0,400.0,400.0,400.0,0.0,0.0,0.0
1662,2022-05-05,KAPC,Kapchorua Tea Kenya Plc,80.0,101.0,98.75,98.75,98.75,98.75,0.0,0.0,0.0
1663,2022-05-05,LIMT,Limuru Tea Plc,260.0,350.0,320.0,320.0,320.0,320.0,0.0,0.0,0.0
1664,2022-05-05,SASN,Sasini Plc,16.75,22.6,19.2,21.0,20.85,19.65,1.2,1100.0,0.0
1665,2022-05-05,WTK,Williamson Tea Kenya Plc,120.0,154.75,124.5,124.5,124.5,124.5,0.0,0.0,0.0
1666,2022-05-05,CGEN,Car and General (K) Ltd,10.0,70.0,30.0,30.0,30.0,30.0,0.0,300.0,0.0
1667,2022-05-05,ABSA,ABSA Bank Kenya Plc,8.7,12.95,9.8,10.2,9.98,9.98,0.0,120200.0,0.0
1668,2022-05-05,BKG,BK Group Plc,24.3,40.0,30.0,30.0,30.0,29.95,0.05,1600.0,0.0
1669,2022-05-05,COOP,Co-operative Bank of Kenya Ltd,11.5,14.0,12.35,12.65,12.5,12.55,-0.05,203600.0,0.0
1670,2022-05-05,DTK,Diamond Trust Bank Kenya Ltd,53.75,69.0,53.75,55.0,54.75,56.75,-2.0,5700.0,0.0
1671,2022-05-05,EQTY,Equity Group Holdings Plc,40.0,55.0,47.0,48.5,47.5,47.95,-0.45,66700.0,0.0
1672,2022-05-05,HFCK,HF Group Ltd,2.8,5.2,2.95,3.0,2.99,2.99,0.0,11900.0,0.0
1673,2022-05-05,IMH,I & M Holdings Plc,17.85,26.0,17.85,18.0,18.0,18.1,-0.1,4600.0,0.0
1674,2022-05-05,KCB,KCB Group Plc,34.0,50.75,34.0,37.3,36.95,37.3,-0.35,143900.0,0.0
1675,2022-05-05,NBK,National Bank of Kenya Ltd,4.12,4.12,4.12,4.12,4.12,4.12,0.0,0.0,0.0
1676,2022-05-05,NCBA,NCBA Group Plc,23.0,29.0,23.5,24.65,24.3,23.85,0.45,281800.0,0.0
1677,2022-05-05,SBIC,Stanbic Holdings Plc,78.0,106.0,105.0,105.5,105.5,105.5,0.0,4300.0,0.0
1678,2022-05-05,SCBK,Standard Chartered Bank Kenya Ltd,121.0,148.75,121.0,127.5,125.75,128.0,-2.25,9600.0,0.0
1679,2022-05-05,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,0.0,0.0,0.0
1680,2022-05-06,EGAD,Eaagads Ltd,10.0,15.0,11.5,11.5,11.5,11.4,0.1,100.0,0.0
1681,2022-05-06,KUKZ,Kakuzi Plc,360.0,427.0,400.0,400.0,400.0,400.0,0.0,0.0,0.0
1682,2022-05-06,KAPC,Kapchorua Tea Kenya Plc,80.0,101.0,98.75,98.75,98.75,98.75,0.0,100.0,0.0
1683,2022-05-06,LIMT,Limuru Tea Plc,260.0,350.0,320.0,320.0,320.0,320.0,0.0,0.0,0.0
1684,2022-05-06,SASN,Sasini Plc,16.75,22.6,20.85,20.85,20.85,20.85,0.0,0.0,0.0
1685,2022-05-06,WTK,Williamson Tea Kenya Plc,120.0,154.75,124.5,124.5,124.5,124.5,0.0,0.0,0.0
1686,2022-05-06,CGEN,Car and General (K) Ltd,10.25,70.0,30.0,30.0,30.0,30.0,0.0,900.0,0.0
1687,2022-05-06,ABSA,ABSA Bank Kenya Plc,8.7,12.95,9.8,10.2,9.94,9.98,-0.04,84100.0,0.0
1688,2022-05-06,BKG,BK Group Plc,24.3,40.0,30.0,30.0,30.0,30.0,0.0,100.0,0.0
1689,2022-05-06,COOP,Co-operative Bank of Kenya Ltd,11.5,14.0,12.0,12.5,12.35,12.5,-0.15,120600.0,0.0
1690,2022-05-06,DTK,Diamond Trust Bank Kenya Ltd,51.25,69.0,55.0,55.0,55.0,54.75,0.25,5100.0,0.0
1691,2022-05-06,EQTY,Equity Group Holdings Plc,40.0,55.0,46.0,48.5,47.15,47.5,-0.35,45500.0,0.0
1692,2022-05-06,HFCK,HF Group Ltd,2.8,5.2,2.8,3.19,3.03,2.99,0.04,10300.0,0.0
1693,2022-05-06,IMH,I & M Holdings Plc,17.85,24.55,17.85,18.0,18.0,18.0,0.0,12000.0,0.0
1694,2022-05-06,KCB,KCB Group Plc,34.0,50.75,35.6,37.0,36.25,36.95,-0.7,169000.0,0.0
1695,2022-05-06,NBK,National Bank of Kenya Ltd,4.12,4.12,4.12,4.12,4.12,4.12,0.0,0.0,0.0
1696,2022-05-06,NCBA,NCBA Group Plc,23.0,29.0,23.6,25.25,24.95,24.3,0.65,1350100.0,0.0
1697,2022-05-06,SBIC,Stanbic Holdings Plc,78.0,106.0,105.5,105.5,105.5,105.5,0.0,1100.0,0.0
1698,2022-05-06,SCBK,Standard Chartered Bank Kenya Ltd,121.0,148.75,124.25,126.5,124.75,125.75,-1.0,32600.0,0.0
1699,2022-05-06,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,0.0,0.0,0.0
1700,2022-05-09,EGAD,Eaagads Ltd,10.0,15.0,11.5,11.5,11.5,11.5,0.0,0.0,0.0
1701,2022-05-09,KUKZ,Kakuzi Plc,360.0,427.0,400.0,400.0,400.0,400.0,0.0,0.0,0.0
1702,2022-05-09,KAPC,Kapchorua Tea Kenya Plc,80.0,101.0,98.75,98.75,98.75,98.75,0.0,0.0,0.0
1703,2022-05-09,LIMT,Limuru Tea Plc,260.0,350.0,320.0,320.0,320.0,320.0,0.0,0.0,0.0
1704,2022-05-09,SASN,Sasini Plc,16.75,22.6,19.2,20.5,19.25,20.85,-1.6,2000.0,0.0
1705,2022-05-09,WTK,Williamson Tea Kenya Plc,120.0,154.75,125.0,130.0,126.25,124.5,1.75,1200.0,0.0
1706,2022-05-09,CGEN,Car and General (K) Ltd,10.13,70.0,30.0,30.0,30.0,30.0,0.0,800.0,0.0
1707,2022-05-09,ABSA,ABSA Bank Kenya Plc,8.7,12.95,9.94,10.1,10.0,9.94,0.06,131600.0,0.0
1708,2022-05-09,BKG,BK Group Plc,24.3,40.0,30.0,30.0,30.0,30.0,0.0,19600.0,0.0
1709,2022-05-09,COOP,Co-operative Bank of Kenya Ltd,11.5,14.0,12.35,12.5,12.5,12.35,0.15,408100.0,0.0
1710,2022-05-09,DTK,Diamond Trust Bank Kenya Ltd,53.0,69.0,55.0,56.75,55.25,55.0,0.25,700.0,0.0
1711,2022-05-09,EQTY,Equity Group Holdings Plc,40.0,55.0,45.9,47.0,46.05,47.15,-1.1,839900.0,0.0
1712,2022-05-09,HFCK,HF Group Ltd,2.8,5.2,2.8,3.2,3.09,3.03,0.06,227200.0,0.0
1713,2022-05-09,IMH,I & M Holdings Plc,17.85,26.0,17.9,18.0,18.0,18.0,0.0,12800.0,0.0
1714,2022-05-09,KCB,KCB Group Plc,34.0,50.75,36.0,37.0,36.5,36.25,0.25,1060600.0,0.0
1715,2022-05-09,NBK,National Bank of Kenya Ltd,4.12,4.12,4.12,4.12,4.12,4.12,0.0,0.0,0.0
1716,2022-05-09,NCBA,NCBA Group Plc,23.0,29.0,24.1,25.7,25.25,24.95,0.3,212900.0,0.0
1717,2022-05-09,SBIC,Stanbic Holdings Plc,78.0,106.0,98.0,105.5,100.0,105.5,-5.5,800.0,0.0
1718,2022-05-09,SCBK,Standard Chartered Bank Kenya Ltd,121.0,148.75,124.75,126.0,124.75,124.75,0.0,186000.0,0.0
1719,2022-05-09,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,0.0,0.0,0.0
1720,2022-05-10,EGAD,Eaagads Ltd,10.0,15.0,12.0,12.0,12.0,11.5,0.5,100.0,0.0
1721,2022-05-10,KUKZ,Kakuzi Plc,360.0,427.0,400.0,400.0,400.0,400.0,0.0,0.0,0.0
1722,2022-05-10,KAPC,Kapchorua Tea Kenya Plc,80.0,101.0,98.75,100.0,99.0,98.75,0.25,700.0,0.0
1723,2022-05-10,LIMT,Limuru Tea Plc,260.0,350.0,320.0,320.0,320.0,320.0,0.0,0.0,0.0
1724,2022-05-10,SASN,Sasini Plc,16.75,22.6,19.25,19.25,19.25,19.25,0.0,0.0,0.0
1725,2022-05-10,WTK,Williamson Tea Kenya Plc,120.0,154.75,129.0,129.0,129.0,126.25,2.75,300.0,0.0
1726,2022-05-10,CGEN,Car and General (K) Ltd,10.25,70.0,30.0,30.0,30.0,30.0,0.0,300.0,0.0
1727,2022-05-10,ABSA,ABSA Bank Kenya Plc,8.7,12.95,9.5,10.2,9.86,10.0,-0.14,224000.0,0.0
1728,2022-05-10,BKG,BK Group Plc,24.3,40.0,30.0,30.0,30.0,30.0,0.0,700.0,0.0
1729,2022-05-10,COOP,Co-operative Bank of Kenya Ltd,11.5,14.0,12.35,12.5,12.5,12.5,0.0,180700.0,0.0
1730,2022-05-10,DTK,Diamond Trust Bank Kenya Ltd,52.25,69.0,53.0,56.0,53.5,55.25,-1.75,1100.0,0.0
1731,2022-05-10,EQTY,Equity Group Holdings Plc,40.0,55.0,45.0,46.0,45.0,46.05,-1.05,3768300.0,0.0
1732,2022-05-10,HFCK,HF Group Ltd,2.8,5.2,3.0,3.09,3.06,3.09,-0.03,300.0,0.0
1733,2022-05-10,IMH,I & M Holdings Plc,17.85,26.0,17.85,18.0,17.9,18.0,-0.1,16700.0,0.0
1734,2022-05-10,KCB,KCB Group Plc,34.0,50.75,35.6,36.25,35.85,36.5,-0.65,384000.0,0.0
1735,2022-05-10,NBK,National Bank of Kenya Ltd,4.12,4.12,4.12,4.12,4.12,4.12,0.0,0.0,0.0
1736,2022-05-10,NCBA,NCBA Group Plc,23.0,29.0,25.0,25.9,25.6,25.25,0.35,599000.0,0.0
1737,2022-05-10,SBIC,Stanbic Holdings Plc,78.0,106.0,99.0,99.0,99.0,100.0,-1.0,2200.0,0.0
1738,2022-05-10,SCBK,Standard Chartered Bank Kenya Ltd,121.0,148.75,124.75,125.5,125.25,124.75,0.5,18100.0,0.0
1739,2022-05-10,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,0.0,0.0,0.0
1740,2022-05-11,EGAD,Eaagads Ltd,10.0,15.0,12.0,12.0,12.0,12.0,0.0,0.0,0.0
1741,2022-05-11,KUKZ,Kakuzi Plc,360.0,427.0,400.0,400.0,400.0,400.0,0.0,0.0,0.0
1742,2022-05-11,KAPC,Kapchorua Tea Kenya Plc,80.0,101.0,89.25,89.25,89.25,99.0,-9.75,100.0,0.0
1743,2022-05-11,LIMT,Limuru Tea Plc,260.0,350.0,320.0,320.0,320.0,320.0,0.0,0.0,0.0
1744,2022-05-11,SASN,Sasini Plc,16.75,22.6,20.0,20.7,20.25,19.25,1.0,300.0,0.0
1745,2022-05-11,WTK,Williamson Tea Kenya Plc,120.0,154.75,129.0,129.0,129.0,129.0,0.0,0.0,0.0
1746,2022-05-11,CGEN,Car and General (K) Ltd,10.25,70.0,30.0,30.0,30.0,30.0,0.0,100.0,0.0
1747,2022-05-11,ABSA,ABSA Bank Kenya Plc,8.7,12.95,9.86,10.0,9.96,9.86,0.1,40800.0,0.0
1748,2022-05-11,BKG,BK Group Plc,24.3,40.0,30.0,30.0,30.0,30.0,0.0,6300.0,0.0
1749,2022-05-11,COOP,Co-operative Bank of Kenya Ltd,11.5,14.0,12.35,12.5,12.4,12.5,-0.1,135000.0,0.0
1750,2022-05-11,DTK,Diamond Trust Bank Kenya Ltd,51.25,69.0,52.25,56.75,53.25,53.5,-0.25,13400.0,0.0
